SKU,Current Stock,Risk Score,Risk Level,Inventory Status,Expected Risk Level,Risk Level Correct,Expected Inventory Status,Inventory Status Correct,Overall Correct
1163,240,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1055,155,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1124,117,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1010,268,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1197,182,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1069,185,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1078,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1174,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1021,242,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1005,202,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1154,137,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1132,225,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1099,157,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1090,306,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1092,212,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1007,261,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1076,317,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1070,448,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1072,140,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1134,265,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1008,179,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1144,225,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1038,62,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1054,67,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1172,72,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1052,169,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1002,153,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1051,59,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1163,119,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1135,79,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1102,142,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1198,75,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1075,123,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1063,103,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1164,75,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1145,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1019,56,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1154,119,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1143,141,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1046,45,70.0,HIGH,Low,HIGH,True,Low,True,True
1199,72,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1152,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1190,61,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1161,56,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1189,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1132,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1060,71,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1136,133,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1043,98,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1113,148,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1030,138,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1005,128,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1101,65,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1073,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1025,79,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1024,174,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1071,96,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1123,81,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1119,203,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1095,139,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1028,54,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1097,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1065,92,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1166,191,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1200,192,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1130,66,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1111,174,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1078,36,70.0,HIGH,Low,HIGH,True,Low,True,True
1062,72,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1013,168,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1169,158,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1085,131,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1156,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1016,81,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1080,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1122,123,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1137,138,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1126,163,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1176,150,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1037,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1149,71,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1041,175,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1069,130,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1103,55,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1179,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1045,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1124,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1188,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1050,71,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1034,126,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1092,127,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1177,142,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1127,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1012,66,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1070,110,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1096,94,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1173,58,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1014,67,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1118,115,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1142,85,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1020,103,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1083,59,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1058,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1072,45,70.0,HIGH,Low,HIGH,True,Low,True,True
1151,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1059,61,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1180,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1121,174,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1061,117,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1008,86,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1170,85,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1006,94,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1015,126,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1158,165,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1182,106,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1018,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1120,193,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1067,220,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1007,110,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1011,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1099,149,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1064,160,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1148,78,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1032,98,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1139,76,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1042,142,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1105,103,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1087,139,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1129,91,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1185,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1048,167,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1091,145,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1049,75,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1159,51,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1044,123,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1017,75,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1053,66,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1055,56,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1128,92,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1116,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1090,94,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1047,106,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1117,159,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1056,97,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1153,50,70.0,HIGH,Low,HIGH,True,Low,True,True
1175,81,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1084,77,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1079,137,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1195,135,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1194,59,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1107,68,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1112,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1165,78,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1029,207,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1150,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1098,46,70.0,HIGH,Low,HIGH,True,Low,True,True
1066,74,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1168,81,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1140,64,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1010,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1109,45,70.0,HIGH,Low,HIGH,True,Low,True,True
1082,52,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1033,63,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1184,131,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1138,53,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1174,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1081,160,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1144,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1009,104,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1155,46,70.0,HIGH,Low,HIGH,True,Low,True,True
1106,112,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1035,50,70.0,HIGH,Low,HIGH,True,Low,True,True
1115,47,70.0,HIGH,Low,HIGH,True,Low,True,True
1191,148,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1160,89,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1036,47,70.0,HIGH,Low,HIGH,True,Low,True,True
1031,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1039,119,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1086,222,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1027,168,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1196,134,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1021,112,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1040,88,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1186,67,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1100,57,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1086,270,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1117,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1056,150,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1168,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1067,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1163,177,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1162,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1185,173,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1016,122,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1141,257,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1089,122,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1020,256,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1132,110,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1113,230,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1195,209,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1171,103,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1002,174,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1192,105,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1028,107,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1175,115,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1145,70,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1178,267,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1180,200,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1047,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1005,142,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1041,102,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1036,155,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1115,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1126,215,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1112,103,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1078,81,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1094,206,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1026,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1189,87,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1172,65,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1053,255,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1048,94,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1019,116,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1057,165,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1030,153,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1103,226,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1095,165,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1080,244,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1134,186,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1122,146,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1128,261,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1037,66,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1107,114,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1072,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1173,81,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1151,78,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1133,146,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1040,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1152,184,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1131,196,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1118,127,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1035,151,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1091,246,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1150,101,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1170,226,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1186,189,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1066,146,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1034,108,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1051,67,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1012,210,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1193,119,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1102,189,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1025,89,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1166,329,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1060,91,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1165,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1174,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1127,234,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1111,109,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1043,66,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1063,260,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1155,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1006,124,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1144,72,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1064,171,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1194,188,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1093,199,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1073,85,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1011,174,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1099,158,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1114,127,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1106,139,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1200,241,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1003,118,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1001,129,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1046,84,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1096,151,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1157,101,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1010,121,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1121,116,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1029,217,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1022,159,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1140,95,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1087,195,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1156,202,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1076,151,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1007,133,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1031,255,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1088,152,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1143,195,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1100,156,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1013,270,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1147,159,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1154,179,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1153,115,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1074,116,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1082,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1054,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1138,93,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1039,192,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1146,212,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1004,193,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1068,82,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1179,80,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1098,132,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1052,211,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1058,136,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1160,128,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1083,97,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1090,207,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1130,261,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1136,80,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1032,101,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1120,187,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1110,289,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1059,144,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1149,87,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1167,228,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1182,282,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1033,92,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1027,217,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1161,100,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1123,165,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1158,107,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1197,83,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1071,335,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1024,130,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1105,290,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1062,101,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1042,308,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1075,187,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1015,161,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1021,206,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1085,85,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1077,128,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1038,86,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1069,196,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1094,211,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1111,231,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1140,140,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1165,270,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1142,186,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1168,222,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1049,178,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1071,415,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1048,279,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1058,250,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1084,123,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1095,326,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1150,201,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1105,168,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1192,128,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1113,316,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1125,233,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1176,126,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1124,132,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1057,351,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1043,119,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1012,282,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1184,154,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1006,336,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1025,192,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1119,265,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1117,319,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1133,108,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1144,155,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1099,113,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1033,120,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1074,138,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1193,264,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1166,396,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1195,271,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1108,282,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1016,167,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1173,164,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1158,135,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1047,180,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1013,289,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1135,260,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1197,108,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1170,173,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1064,242,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1198,224,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1194,228,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1134,179,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1035,182,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1188,281,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1115,116,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1080,238,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1091,248,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1121,437,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1019,92,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1052,356,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1104,280,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1031,199,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1008,287,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1118,251,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1199,191,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
1098,190,70.0,HIGH,Healthy,HIGH,True,Healthy,True,True
